Respondent_ID,Q01_Age_Group,Q02_Gender,Q03_Region,Q04_City_Tier,Q05_Monthly_Income,Q06_Household_Size,Q07_Occupation,Q08_Purchase_Motivation_Top2,Q09_Traditional_Crafts_Owned,Q10_Gifting_Occasions,Q11_Gift_Budget_Per_Occasion,Q12_Puja_Frequency,Q13_Last_Purchase_Recency,Q14_Purchase_Frequency_12M,Q15_Historical_Spend_12M,Q16_Product_Category_Interest,Q17_Pooja_Set_Budget,Q17b_Kansa_Dinner_Set_Budget,Q_Preferred_Shopping_Channel,Q18_Top2_Reasons_Buying_Brass,Q19_Current_Buying_Source,Q20_Trust_Moradabad_1to5,Q21_Barrier_Removal_Top2,Q22_Preferred_Offer_Type,Q23_NPS_Score_1to5,Q24_Future_Annual_Spend_TARGET,Q25_Purchase_Likelihood_TARGET,Q_Open_Text_Brass_Meaning
PTMB0974,25-34 years,Female,South India,Tier-2 city,Below Rs 20000,5-6 people (medium family),Salaried - Government/PSU,Aesthetics|Cultural pride,Handloom/block-printed home textiles|Woodcraft/hand-carved wooden items,Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Under Rs 500,A few times a week,6-12 months ago,3-5 times,Rs 1001-3000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 500-1500,Under Rs 1000,Brand website (direct online),Aesthetic beauty|Health and Ayurvedic benefits,No - do not buy brass/traditional products,5,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Loyalty reward points,5.0,Rs 3001-8000,Probably not - have trusted alternatives,
PTMB0975,18-24 years,Male,North India,Tier-2 city,Rs 40001-75000,5-6 people (medium family),Other,Health & wellness|Status & luxury,None,Navratri/Durga Puja/Pongal/regional festivals,Rs 1500-3500,A few times a week,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 7000-15000,Brand website (direct online),Aesthetic beauty|Sustainability,Yes - local shops/wholesale/roadside,3,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),5.0,Rs 1000-3000,Probably not - have trusted alternatives,It connects me to my roots and to the artisans of India.
PTMB0976,25-34 years,Male,West India,Tier-2 city,Rs 40001-75000,3-4 people (small nuclear),Homemaker,Craft & artistry|Social validation,Silver pooja items/silverware|Stone craft items|Tribal or folk art,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh),Rs 1500-3500,A few times a week,1-3 months ago,6-10 times,Rs 3001-8000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Under Rs 500,Rs 15000-30000,Craft fair/haat/mela/exhibition,Gifting value|Support Indian artisans,Yes - directly from artisans/craft fairs,2,Brass care and maintenance guide included|Verified customer reviews with photos,Buy more save more (any 3 items 20% off),4.0,Rs 3001-8000,Probably not - have trusted alternatives,"Premium, durable, and eco-friendly - brass is the future kitchen material."
PTMB0977,35-44 years,Female,North India,Tier-3 town,Rs 20000-40000,7+ people (large joint family),Salaried - Private sector,Cultural pride|Health & wellness,Handcrafted jewellery|Silver pooja items/silverware,Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Under Rs 500,Every single day,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 4000-8000,Rs 7000-15000,Wholesale/direct from artisan,Cultural and religious significance|Support Indian artisans,No - do not buy brass/traditional products,3,Low-cost trial kit/sample set|Videos of handcrafting by Moradabad artisans,Free premium gift wrapping + handwritten note,3.0,Under Rs 1000,Maybe - need to see quality and pricing first,I think of Diwali diyas and temple bells when I hear the word brass.
PTMB0978,18-24 years,Male,North India,Semi-rural area,Rs 75001-150000,5-6 people (medium family),Salaried - Private sector,Craft & artistry|Value for money,Antique/vintage collectibles|Handmade pottery/terracotta|Silver pooja items/silverware,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Above Rs 15000,A few times a week,More than 1 year ago,More than 10 times,Rs 1-1000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 4000-8000,Rs 1000-3000,Craft fair/haat/mela/exhibition,Gifting value|Investment and heirloom value,No - want to buy but no trusted brand yet,4,"30-day easy return/replacement/refund guarantee|Transparency on sourcing (which artisan, which workshop)",Buy more save more (any 3 items 20% off),4.0,Above Rs 50000,Probably yes - explore and very likely purchase,
PTMB0979,35-44 years,Female,North India,Tier-3 town,Rs 75001-150000,5-6 people (medium family),Salaried - Private sector,Health & wellness|Value for money,Handcrafted jewellery|Silver pooja items/silverware|Woodcraft/hand-carved wooden items,Corporate gifting|Housewarming (Griha Pravesh)|Weddings,Rs 1500-3500,Rarely or never,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 500-1500,Rs 7000-15000,Local retail store,Aesthetic beauty|Status and refined taste,No - do not buy brass/traditional products,4,30-day easy return/replacement/refund guarantee|Videos of handcrafting by Moradabad artisans,Bundle deal (puja set + water vessel at combined price),3.0,Under Rs 1000,Definitely not - category not relevant,"I associate brass with tradition, warmth, and Indian identity."
PTMB0980,35-44 years,Prefer not to say,North India,Metro city,Rs 20000-40000,5-6 people (medium family),Homemaker,Aesthetics|Craft & artistry,Antique/vintage collectibles|Brass or copper items|Handmade pottery/terracotta|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies,Rs 1500-3500,Every single day,6-12 months ago,3-5 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 3000-7000,Word of mouth/referral,Aesthetic beauty|Investment and heirloom value,No - do not buy brass/traditional products,3,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Bundle deal (puja set + water vessel at combined price),4.0,Rs 1000-3000,Definitely not - category not relevant,
PTMB0981,25-34 years,Male,North-East India,Metro city,Rs 75001-150000,5-6 people (medium family),Salaried - Private sector,Health & wellness|Social validation,Handmade pottery/terracotta|Tribal or folk art|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies|Diwali|Weddings,Rs 1500-3500,Most days (5-6 days a week),1-3 months ago,1-2 times,Rs 3001-8000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 7000-15000,Amazon or Flipkart,Cultural and religious significance|Health and Ayurvedic benefits,No - do not buy brass/traditional products,4,30-day easy return/replacement/refund guarantee|Verified customer reviews with photos,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 1000-3000,Definitely yes - buy within first month,"Premium, durable, and eco-friendly - brass is the future kitchen material."
PTMB0982,45-59 years,Male,North India,Tier-2 city,Rs 75001-150000,5-6 people (medium family),Business owner/Entrepreneur,Aesthetics|Sustainability,Handmade pottery/terracotta|Silver pooja items/silverware,Baby showers/naming ceremonies|Diwali|Housewarming (Griha Pravesh)|Weddings,Rs 1500-3500,Most days (5-6 days a week),6-12 months ago,3-5 times,Rs 8001-20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 8000-15000,Rs 7000-15000,Amazon or Flipkart,Aesthetic beauty|Gifting value,Yes - local shops/wholesale/roadside,5,"30-day easy return/replacement/refund guarantee|Transparency on sourcing (which artisan, which workshop)",Loyalty reward points,3.0,Above Rs 50000,Definitely yes - buy within first month,
PTMB0983,18-24 years,Female,South India,Village or rural area,Rs 75001-150000,7+ people (large joint family),Salaried - Private sector,Cultural pride|Social validation,Antique/vintage collectibles|Brass or copper items|Silver pooja items/silverware|Tribal or folk art,Corporate gifting|Diwali|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Rs 500-1500,Every single day,Within last 1 month,1-2 times,Rs 8001-20000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)|None of these interest me",Rs 8000-15000,Above Rs 30000,Wholesale/direct from artisan,Aesthetic beauty|Status and refined taste,Yes - Amazon/Flipkart (unbranded/generic),2,Brass care and maintenance guide included|Purity/authenticity certificate (NABL lab),Free premium gift wrapping + handwritten note,3.0,Rs 3001-8000,Maybe - need to see quality and pricing first,
PTMB0984,18-24 years,Female,East India,Semi-rural area,Rs 40001-75000,3-4 people (small nuclear),Freelancer/Self-employed,Aesthetics|Cultural pride,Antique/vintage collectibles|Stone craft items|Tribal or folk art,Weddings,Rs 500-1500,Only on weekends,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 1500-4000,Rs 3000-7000,Instagram/Facebook social commerce,Support Indian artisans|Sustainability,Yes - local shops/wholesale/roadside,4,30-day easy return/replacement/refund guarantee|Videos of handcrafting by Moradabad artisans,Free premium gift wrapping + handwritten note,3.0,Above Rs 50000,Definitely yes - buy within first month,"Premium, durable, and eco-friendly - brass is the future kitchen material."
PTMB0985,45-59 years,Female,South India,Semi-rural area,Below Rs 20000,3-4 people (small nuclear),Salaried - Government/PSU,Aesthetics|Value for money,Antique/vintage collectibles|Tribal or folk art,Diwali|Navratri/Durga Puja/Pongal/regional festivals|Rarely or never give gifts,Rs 500-1500,A few times a week,More than 1 year ago,1-2 times,Rs 1001-3000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 3000-7000,Amazon or Flipkart,Aesthetic beauty|Cultural and religious significance,No - want to buy but no trusted brand yet,4,30-day easy return/replacement/refund guarantee|Low-cost trial kit/sample set,Free premium gift wrapping + handwritten note,5.0,Rs 1000-3000,Probably yes - explore and very likely purchase,"Premium, durable, and eco-friendly - brass is the future kitchen material."
PTMB0986,35-44 years,Non-binary / Other,North India,Tier-2 city,Rs 75001-150000,3-4 people (small nuclear),Freelancer/Self-employed,Cultural pride|Social validation,Handloom/block-printed home textiles|Handmade pottery/terracotta,Housewarming (Griha Pravesh),Rs 3500-7000,Every single day,3-6 months ago,3-5 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 1000-3000,Instagram/Facebook social commerce,Aesthetic beauty|Support Indian artisans,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",3,Low-cost trial kit/sample set|Verified customer reviews with photos,Free premium gift wrapping + handwritten note,3.0,Rs 8001-20000,Maybe - need to see quality and pricing first,
PTMB0987,35-44 years,Male,South India,Tier-2 city,Rs 40001-75000,1-2 people (nuclear),Retired,Aesthetics|Cultural pride,Handmade pottery/terracotta|Silver pooja items/silverware|Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Rarely or never give gifts,Rs 3500-7000,Most days (5-6 days a week),3-6 months ago,1-2 times,Rs 1001-3000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 7000-15000,YouTube/influencer recommendation,Gifting value|Sustainability,Yes - Amazon/Flipkart (unbranded/generic),4,Brass care and maintenance guide included|Videos of handcrafting by Moradabad artisans,Custom engraving/personalisation,4.0,Rs 1000-3000,Probably yes - explore and very likely purchase,Brass reminds me of my grandmother's kitchen and feels like home.
PTMB0988,25-34 years,Female,South India,Tier-2 city,Above Rs 300000,1-2 people (nuclear),Salaried - Private sector,Craft & artistry|Status & luxury,Handloom/block-printed home textiles|Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Corporate gifting|Diwali|Weddings,Rs 1500-3500,Every single day,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)",Rs 1500-4000,Rs 15000-30000,Amazon or Flipkart,Aesthetic beauty|Cultural and religious significance,Yes - local shops/wholesale/roadside,2,Brass care and maintenance guide included|Purity/authenticity certificate (NABL lab),Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),2.0,Rs 3001-8000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB0989,25-34 years,Female,South India,Metro city,Rs 75001-150000,7+ people (large joint family),Business owner/Entrepreneur,Aesthetics|Cultural pride,Antique/vintage collectibles|Brass or copper items|Handcrafted jewellery|Handloom/block-printed home textiles|Handmade pottery/terracotta,Corporate gifting,Rs 1500-3500,Every single day,More than 1 year ago,0 times,Rs 0 (did not buy),"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 4000-8000,Rs 7000-15000,Amazon or Flipkart,Health and Ayurvedic benefits|Support Indian artisans,No - do not buy brass/traditional products,5,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Bundle deal (puja set + water vessel at combined price),4.0,Rs 3001-8000,Definitely not - category not relevant,To me brass is just a metal - I prefer stainless steel honestly.
PTMB0990,45-59 years,Female,East India,Metro city,Rs 40001-75000,5-6 people (medium family),Salaried - Private sector,Sustainability|Value for money,Handloom/block-printed home textiles|Handmade pottery/terracotta|Silver pooja items/silverware|Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Diwali|Rarely or never give gifts|Weddings,Rs 500-1500,Only on festivals,More than 1 year ago,3-5 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 500-1500,Rs 7000-15000,Amazon or Flipkart,Cultural and religious significance|Gifting value,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",1,Verified customer reviews with photos|Videos of handcrafting by Moradabad artisans,Loyalty reward points,2.0,Under Rs 1000,Probably not - have trusted alternatives,"I associate brass with tradition, warmth, and Indian identity."
PTMB0991,45-59 years,Male,North-East India,Village or rural area,Rs 20000-40000,5-6 people (medium family),Freelancer/Self-employed,Craft & artistry|Health & wellness,Silver pooja items/silverware|Stone craft items,Birthdays and anniversaries|Navratri/Durga Puja/Pongal/regional festivals|Rarely or never give gifts,Rs 500-1500,Every single day,3-6 months ago,6-10 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 500-1500,Rs 3000-7000,Instagram/Facebook social commerce,Aesthetic beauty|Health and Ayurvedic benefits,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",4,"Transparency on sourcing (which artisan, which workshop)|Verified customer reviews with photos",Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 3001-8000,Probably yes - explore and very likely purchase,It connects me to my roots and to the artisans of India.
